game_number,opponent_race,game_length_seconds_max_600,inject_time
30,Terran,600,256.6964285714286
30,Terran,600,274.01785714285717
30,Terran,600,297.05357142857144
30,Terran,600,304.0625
30,Terran,600,312.0982142857143
30,Terran,600,318.08035714285717
30,Terran,600,343.70535714285717
30,Terran,600,344.86607142857144
30,Terran,600,367.9464285714286
30,Terran,600,373.61607142857144
30,Terran,600,376.5625
30,Terran,600,376.875
30,Terran,600,395.7589285714286
30,Terran,600,400.22321428571433
30,Terran,600,413.39285714285717
30,Terran,600,414.91071428571433
30,Terran,600,446.74107142857144
30,Terran,600,488.39285714285717
30,Terran,600,490.7589285714286
30,Terran,600,492.09821428571433
30,Terran,600,492.50000000000006
30,Terran,600,495.58035714285717
30,Terran,600,506.0714285714286
30,Terran,600,514.1964285714286
30,Terran,600,520.8482142857143
30,Terran,600,522.7678571428572
30,Terran,600,545.9375
30,Terran,600,554.9107142857143
30,Terran,600,564.5982142857143
